Date,RSI
9/17/2008,29.74917355
9/18/2008,38.6556786
9/19/2008,45.36454245
9/22/2008,39.64734741
9/23/2008,39.64033619
9/24/2008,45.30349923
9/25/2008,48.54478235
9/26/2008,53.84989567
9/29/2008,40.23239385
9/30/2008,46.71799595
10/1/2008,44.47620079
10/2/2008,39.11779488
10/3/2008,39.15755438
10/6/2008,33.92936859
10/7/2008,34.42928582
10/8/2008,25.15624506
10/9/2008,20.29466042
10/10/2008,23.65793677
10/13/2008,39.70907697
10/14/2008,35.33819046
10/15/2008,31.11862294
10/16/2008,35.61789588
10/17/2008,48.24277303
10/20/2008,45.35046665
10/21/2008,39.50717864
10/22/2008,42.05748292
10/23/2008,42.10165486
10/24/2008,42.62135843
10/27/2008,45.88849869
10/28/2008,56.59606114
10/29/2008,56.20402921
10/30/2008,55.95355765
10/31/2008,44.10966042
11/3/2008,45.45454545
11/4/2008,57.91935394
11/5/2008,47.10496017
11/6/2008,38.37236471
11/7/2008,35.91064074
11/10/2008,36.81718128
11/11/2008,36.76426997
11/12/2008,33.34782004
11/13/2008,42.92033198
11/14/2008,44.72158038
11/17/2008,27.87129347
11/18/2008,29.39737439
11/19/2008,25.54591494
11/20/2008,22.71136015
11/21/2008,25.68554018
11/24/2008,15.21602384
11/25/2008,30.86899739
11/26/2008,37.48481826
11/28/2008,37.85005318
12/1/2008,34.62994655
12/2/2008,39.52631759
12/3/2008,46.32441663
12/4/2008,36.65489238
12/5/2008,41.26451625
12/8/2008,50.63290848
12/9/2008,52.6993768
12/10/2008,59.94583469
12/11/2008,65.40619549
12/12/2008,68.43670076
12/15/2008,68.38942758
12/16/2008,66.04320449
12/17/2008,58.59125003
12/18/2008,56.2382955
12/19/2008,69.73028238
12/22/2008,59.49094426
12/23/2008,58.2629695
12/24/2008,62.73479919
12/26/2008,57.77525037
12/29/2008,47.39705148
12/30/2008,48.44429962
12/31/2008,49.37506192
1/2/2009,60.69111738
1/5/2009,56.83764006
1/6/2009,62.88136688
1/7/2009,48.14688241
1/8/2009,56.11404616
1/9/2009,52.76783142
1/12/2009,51.41890212
1/13/2009,61.12187323
1/14/2009,51.64236554
1/15/2009,47.72045368
1/16/2009,49.59386904
1/20/2009,42.58567524
1/21/2009,49.98679581
1/22/2009,49.48865501
1/23/2009,51.44468416
1/26/2009,48.11848643
1/27/2009,48.85516692
1/28/2009,61.31387334
1/29/2009,57.55481093
1/30/2009,60.2302547
2/2/2009,62.19386189
2/3/2009,61.58143329
2/4/2009,70.60092273
2/5/2009,74.70882672
2/6/2009,78.05377005
2/9/2009,90.61761306
2/10/2009,73.46145885
2/11/2009,72.37370348
2/12/2009,68.80088622
2/13/2009,65.8687681
2/17/2009,54.9061071
2/18/2009,52.07090663
2/19/2009,49.6972847
2/20/2009,53.55668105
2/23/2009,45.8190745
2/24/2009,51.77355042
2/25/2009,49.52186778
2/26/2009,43.91732466
2/27/2009,36.03724336
3/2/2009,28.94330161
3/3/2009,34.11560718
3/4/2009,32.22787906
3/5/2009,25.74158423
3/6/2009,28.81180946
3/9/2009,28.16533302
3/10/2009,32.07847457
3/11/2009,40.080229
3/12/2009,40.93783108
3/13/2009,47.45853295
3/16/2009,37.15852026
3/17/2009,47.19100762
3/18/2009,48.14410588
3/19/2009,46.41488098
3/20/2009,51.47550877
3/23/2009,59.76188038
3/24/2009,62.46801984
3/25/2009,68.63544645
3/26/2009,70.43876856
3/27/2009,79.19022604
3/30/2009,70.2963561
3/31/2009,68.68725479
4/1/2009,68.84559942
4/2/2009,71.48985806
4/3/2009,77.4766985
4/6/2009,71.35256438
4/7/2009,65.13806033
4/8/2009,68.95247942
4/9/2009,72.31710419
4/13/2009,67.987329
4/14/2009,62.10467063
4/15/2009,68.20845126
4/16/2009,68.21499671
4/17/2009,73.38795164
4/20/2009,67.74599863
4/21/2009,66.71335761
4/22/2009,65.45530418
4/23/2009,62.50423649
4/24/2009,61.42608828
4/27/2009,60.03397616
4/28/2009,65.48824089
4/29/2009,67.272296
4/30/2009,64.79636236
